gdsn_attribute_name,gdsn_occurrences,gdsn_bms_ids,gdsn_data_type,gdsn_code_list,proposed_webvoc_property,proposed_webvoc_label,proposed_webvoc_range,match_percentage,suggestion_status,auto_emit,match_reasons,second_candidate,second_percentage,third_candidate,third_percentage,source_versions,review_note,review_consensus_status,reviewer_count,accept_count,needs_human_review_count,reject_count,no_equivalent_count,mean_reviewer_confidence,reviewer_decisions,recommended_action
height/@measurementUnitCode,1,1669,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,71.1,review_candidate,false,"sterke naamgelijkenis (72%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:value,21.8,gs1:nutrientBasisQuantityType,18.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,78.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
incotermCountryCode,2,1041 | 4667,CountryCode,CountryCode,gs1:countryCode,Country Code,xsd:string,60.9,review_candidate,false,matige naamgelijkenis (69%); gedeelde termen: country; datatype/range broadly compatible; codelijstsignaal,gs1:awardPrizeCountryCode,34.6,gs1:countrySubdivisionCode,34.4,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,68.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
informationProvider,3,4502 | 4799 | 5281,GLN,,gs1:regulatoryInformationProvider,Regulatory Information Provider,gs1:Organization,62.0,review_candidate,false,"sterke naamgelijkenis (77%); gedeelde termen: information, provider; datatype/range broadly compatible",gs1:menuInfo,34.4,gs1:locationInfo,33.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,0,4,0,0,67.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
ingredientContentPercentage,1,1284,decimal,,gs1:ingredientContentPercentage,Ingredient Content Percentage,xsd:float,100.0,strong_candidate,false,"exacte naam; gedeelde termen: content, ingredient, percentage; definitie-overlap: contained, ingredient, percentage; datatype/range compatible",gs1:ingredientSequence,39.6,gs1:juiceContentPercent,39.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
ingredientName,1,1285,Description70,,gs1:ingredientName,Ingredient Name,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: ingredient; definitie-overlap: additives, any, e, encompassed, etc, field, group, include; datatype/range broadly compatible",gs1:ingredient,53.7,gs1:ingredientStatement,42.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
ingredientOfConcernCode,1,1267,IngredientOfConcernCode,IngredientOfConcernCode,gs1:ingredientOfConcern,Ingredient of Concern,rdf:langString,88.0,review_candidate,false,"sterke naamgelijkenis (89%); gedeelde termen: concern, ingredient; definitie-overlap: accurate, amount, approximate, but, claim, concern, considered, contained; datatype/range broadly compatible",gs1:ingredient,40.6,gs1:ingredientName,35.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,2,0,0,89.5,antigravity=accept | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
ingredientSequence,1,1288,string,,gs1:ingredientSequence,Ingredient Sequence,xsd:integer,100.0,strong_candidate,false,"exacte naam; gedeelde termen: ingredient, sequence; definitie-overlap: content, etc, indicating, ingredient, major, order, percentage, second; datatype/range conflict",gs1:ingredient,44.9,gs1:ingredientName,40.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,95.8,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
ingredientStatement/@languageCode,1,1269,LanguageCode,LanguageCode,gs1:ingredientStatement,Ingredient Statement,rdf:langString,60.3,review_candidate,false,"sterke naamgelijkenis (73%); gedeelde termen: ingredient, statement; datatype/range broadly compatible",gs1:fileLanguageCode,36.6,gs1:ingredient,35.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,82.7,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
ingredientStrength/@measurementUnitCode,1,1651,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,60.0,review_candidate,false,"matige naamgelijkenis (55%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:ingredient,32.5,gs1:ingredientStatement,25.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,74.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
irradiatedCode,2,1260 | 1310,NonBinaryLogicEnumeration,NonBinaryLogicEnumeration,gs1:irradiatedCode,Irradiated Code,gs1:NonbinaryLogicCode,100.0,strong_candidate,false,"exacte naam; gedeelde termen: irradiated; definitie-overlap: applied, been, if, indicates, radiation; datatype/range broadly compatible; codelijstsignaal",gs1:sizeCodeValue,19.0,gs1:colourCodeValue,18.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,97.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
isHomogenised,1,880,NonBinaryLogicEnumeration,NonBinaryLogicEnumeration,gs1:isHomogenised,Is Homogenised,gs1:NonbinaryLogicCode,100.0,strong_candidate,false,"exacte naam; gedeelde termen: homogenised; definitie-overlap: actively, creaming, dairy, extent, fat, further, homogenisation, homogenised; datatype/range broadly compatible",gs1:packagingMarkedDietAllergenType,12.5,gs1:fishType,11.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
isRindEdible,1,894,NonBinaryLogicEnumeration,NonBinaryLogicEnumeration,gs1:isRindEdible,Is Rind Edible,gs1:NonbinaryLogicCode,100.0,strong_candidate,false,"exacte naam; gedeelde termen: edible, rind; definitie-overlap: being, can, cheese, cheeses, coated, edible, increase, indicator; datatype/range broadly compatible",gs1:glnType,10.0,gs1:packagingMaterialType,10.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
juiceContentPercent,1,1270,decimal,,gs1:juiceContentPercent,Juice Content Percent,xsd:float,100.0,strong_candidate,false,"exacte naam; gedeelde termen: content, juice, percent; definitie-overlap: expressed, fruit, juice, percentage; datatype/range compatible",gs1:ingredientContentPercentage,41.0,gs1:netContent,36.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
latitude,8,1787 | 1887 | 1957 | 2040 | 2139 | 4857 | 4994 | 5210,string,,gs1:latitude,Latitude,xsd:string,100.0,strong_candidate,false,"exacte naam; gedeelde termen: latitude; definitie-overlap: 90, angular, degrees, distance, equator, measured, north, south; datatype/range broadly compatible",gs1:longitude,23.1,gs1:regulationType,10.4,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
layerHeight/@measurementUnitCode,1,3613,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,63.1,review_candidate,false,"matige naamgelijkenis (63%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:nutrientBasisQuantityType,18.1,gs1:value,17.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,75.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
lethalDose50/@measurementUnitCode,1,3212,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,62.5,review_candidate,false,"matige naamgelijkenis (62%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:nutrientBasisQuantityType,18.1,gs1:value,16.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,75.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
lightOutput/@measurementUnitCode,1,5462,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,63.1,review_candidate,false,"matige naamgelijkenis (63%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:nutrientBasisQuantityType,18.1,gs1:value,17.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,75.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
localPackagingMarkedLabelAccreditationCodeReference,1,2318,string,,gs1:packagingMarkedLabelAccreditation,Accreditation Code,gs1:PackagingMarkedLabelAccreditationCode,65.5,review_candidate,false,"sterke naamgelijkenis (78%); gedeelde termen: accreditation, label, marked, packaging; definitie-overlap: markings, regulatory; datatype/range broadly compatible",gs1:packagingMarkedFreeFrom,28.6,gs1:packaging,28.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,65.3,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
longitude,8,1788 | 1888 | 1958 | 2041 | 2140 | 4858 | 4995 | 5211,string,,gs1:longitude,Longitude,xsd:string,100.0,strong_candidate,false,"exacte naam; gedeelde termen: longitude; definitie-overlap: arc, between, degrees, equator, expressed, given, intersected, meridian; datatype/range broadly compatible",gs1:latitude,22.8,gs1:countryOfAssembly,11.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
manufacturerPreparationTypeCode,1,1353,PreparationTypeCode,PreparationTypeCode,gs1:manufacturerPreparationCode,Manufacturer Preparation Code,gs1:PreparationTypeCode,78.6,review_candidate,false,"sterke naamgelijkenis (85%); gedeelde termen: manufacturer, preparation; definitie-overlap: manufacturer, manufacturing, methods, preparation, used; datatype/range broadly compatible; codelijstsignaal",gs1:preparationCode,53.6,gs1:manufacturer,47.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,1,3,0,0,81.8,antigravity=needs_human_review | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
massEquivalentMeasurement/@measurementUnitCode,1,2379,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,62.0,review_candidate,false,"matige naamgelijkenis (60%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:equivalentProduct,25.8,gs1:value,18.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,75.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
materialContent,2,3455 | 645,Description70,,gs1:textileMaterialContent,Textile Material Content,rdf:langString,74.6,review_candidate,false,"sterke naamgelijkenis (79%); gedeelde termen: content, material; definitie-overlap: composition, material, used; datatype/range broadly compatible",gs1:upperMaterialType,40.2,gs1:textileMaterial,34.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,0,4,0,0,74.5,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
materialPercentage,2,3457 | 647,decimal,,gs1:textileMaterialPercentage,Textile Material Percentage,xsd:float,76.4,review_candidate,false,"sterke naamgelijkenis (82%); gedeelde termen: material, percentage; definitie-overlap: material, net, percentage, weight; datatype/range compatible",gs1:percentageOfAlcoholByVolume,36.3,gs1:productYieldVariationPercentage,34.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,0,4,0,0,74.2,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
